stop_id,stop_code,stop_name,stop_lat,stop_lon,total_trip_events,num_unique_routes,service_id
9446,394,Birchmount Rd at Chelwood Rd,43.7251,-79.2758,92,1,1
9447,7450,89 Windermere Ave,43.6399,-79.4726,66,1,1
9448,684,Burnhamthorpe Rd at Mulgrove Dr,43.6443,-79.5687,69,1,1
9449,1812,Cummer Ave at Maxome Ave,43.7904,-79.4018,88,1,1
945,4186,King St West at Spencer Ave,43.6381,-79.431,168,3,1
9450,7890,Keele St at Hillsview Ave,43.6604,-79.4625,298,4,1
9452,4127,Kennedy Rd at Village Green Sq North Side,43.7776,-79.2854,131,2,1
9453,5195,Lake Shore Blvd West at Park Lawn Rd,43.6228,-79.4813,159,4,1
9455,9648,191 Nugget Ave,43.7949,-79.2532,75,1,1
9456,4232,Kingston Rd at Kildonan Dr,43.69,-79.2673,226,4,1
9457,10268,Spanbridge Rd at Grenoble Dr East Side,43.7128,-79.3265,123,1,1
9458,13621,Dawes Rd at Brenton St,43.7012,-79.2969,130,2,1
9459,6849,Queen St West at Roncesvalles Ave,43.6389,-79.4458,155,2,1
946,6756,Pharmacy Ave at Sundridge Dr North Side,43.7213,-79.2957,90,1,1
9460,5909,Oakwood Ave at Jesmond Ave,43.6895,-79.4394,145,2,1
9461,5025,Dundas St West at Royalavon Cres East Side,43.6457,-79.5313,49,1,1
9462,6448,1200 Huntingwood Dr,43.7982,-79.2775,41,1,1
9463,10520,Ellesmere Rd at Muirbank Blvd,43.7937,-79.1579,124,1,1
9464,168,Bathurst St at Lonsdale Rd,43.6869,-79.4197,132,2,1
9465,3404,Ceramic Rd at Ashwarren Rd,43.7571,-79.4844,45,1,1
9466,6745,Pharmacy Ave at Sheppard Ave East North Side,43.7771,-79.318,41,1,1
9468,938,Davenport Rd at Dufferin St,43.6731,-79.4408,50,1,1
9469,8099,Signet Dr at Garyray Dr,43.7682,-79.5421,22,1,1
947,12838,Vanderhoof Ave at Brentcliffe Rd,43.7131,-79.3582,42,1,1
9470,1297,McCowan Rd at Horfield Ave,43.7284,-79.2337,55,1,1
9471,594,Bloor St West at Tremont Rd East Side,43.6379,-79.5521,83,2,1
9473,6277,Cactus Ave at Connaught Ave,43.7862,-79.4324,50,1,1
9474,8711,Weston Rd at Coulter Ave North Side,43.7047,-79.5285,159,2,1
9476,3408,Chaplin Cres at Duncannon Dr East Side,43.7001,-79.4102,45,1,1
9477,7971,Military Trail at Conlins Rd North Side,43.7838,-79.1822,81,1,1
9478,1951,Don Mills Rd at Mallard Rd,43.7483,-79.3466,162,2,1
948,8977,Yonge St at Eglinton Ave East - Eglinton Station,43.7063,-79.3981,75,2,1
9480,1852,Danforth Rd at Mack Ave,43.7001,-79.2726,74,2,1
9481,8087,Sentinel Rd at Hucknall Rd (North),43.7572,-79.4991,74,1,1
9486,902,Danforth Ave at Monarch Park Ave,43.6825,-79.3273,120,2,1
9487,6586,Middlefield Rd at Finch Ave East,43.8101,-79.2579,48,1,1
9489,10788,Oriole Pkwy at Eglinton Ave West South Side,43.7046,-79.4061,51,1,1
9491,7085,Scarlett Rd at Edenbridge Dr South Side,43.6804,-79.5088,104,1,1
9492,13678,Sheppard Ave East at Burbank Dr - Bessarion Station,43.7694,-79.376,64,2,1
9495,5319,Lawrence Ave East at Susan St,43.7632,-79.2091,193,2,1
9496,2936,350 Morningside Ave - West Hill Collegiate,43.7761,-79.1894,292,4,1
9497,8697,Weston Rd at Bradmore Ave,43.7232,-79.5371,148,1,1
9498,6547,Marlee Ave at Livingstone Ave,43.6989,-79.4398,100,2,1
9499,9104,Weston Rd at Toryork Dr,43.7532,-79.5425,187,2,1
950,4607,Spadina Rd at Ardmore Rd,43.6953,-79.4156,48,1,1
9500,6642,Parliament St at Oak St,43.6606,-79.3664,121,2,1
9502,12130,West Service Rd at St Albans Rd,43.6393,-79.5349,261,4,1
9503,923,Danforth Ave at Warden Ave,43.6942,-79.274,62,1,1
9504,3106,Sheppard Ave West at Bakersfield St West Side - Downsview Park Station,43.7543,-79.4806,445,6,1
9505,5665,McCowan Rd at Ellesmere Rd,43.772,-79.2512,118,2,1
9506,5692,Midland Ave at Midland Station,43.7704,-79.2721,96,1,1
9507,9873,5 Sheffield St,43.7037,-79.47,57,1,1
9509,7193,4770 Sheppard Ave East,43.7907,-79.2541,156,2,1
9510,5454,Leslie St at Lawrence Ave East South Side,43.7342,-79.356,236,2,1
9511,6685,Pharmacy Ave at Craigton Dr,43.7271,-79.2979,79,1,1
9512,5398,Lawrence Ave West at Ralph St West Side,43.7011,-79.5126,348,3,1
9514,8856,Wilson Ave at Epic Lane Rd,43.7214,-79.5061,371,5,1
9515,8860,Wilson Ave at Highview Ave East Side,43.7233,-79.4963,369,5,1
9516,9301,Skyway Ave at Dixon Rd,43.6877,-79.5865,59,1,1
9517,9685,Gerrard St East at Scarborough Rd,43.6861,-79.2899,56,1,1
9518,5880,Oakdale Rd at Eddystone Ave,43.7468,-79.5265,19,1,1
9519,6467,Huntingwood Dr at Warden Ave East Side,43.7856,-79.3101,40,1,1
952,9247,Thirtieth St at Horner Ave South Side,43.6037,-79.5336,18,1,1
9520,4324,Kipling Ave at Holywell Dr,43.6882,-79.5557,137,1,1
9522,1778,Cosburn Ave at Cedarvale Ave,43.697,-79.3153,132,2,1
9523,822,College St at Crawford St,43.655,-79.4192,145,2,1
9524,8598,Warden Ave at Sheppard Ave East,43.7786,-79.3076,140,2,1
9526,2044,Dufferin St at Dupont St South Side,43.6681,-79.4389,276,3,1
9527,7875,John Garland Blvd at Martin Grove Rd West Side,43.732,-79.5898,205,2,1
9528,6290,Carlaw Ave at Lake Shore Blvd East South Side,43.6544,-79.3371,152,2,1
953,8212,Steeles Ave East at Bestview Dr East Side,43.8061,-79.383,200,2,1
9530,14256,Steeles Ave East at Redlea Ave,43.8239,-79.3053,326,4,1
9531,10829,McNicoll Ave at Dynamic Dr East Side,43.8233,-79.2508,18,1,1
9532,7715,Ellesmere Rd at Principal Rd East Side,43.7626,-79.2943,153,2,1
9534,763,Cordova Ave at Dundas St West South Side,43.6485,-79.5284,121,2,1
9535,9185,Park Lane Cir at Post Rd South Side,43.7367,-79.3781,31,1,1
9536,9640,Brimley Rd at Danforth Rd,43.7351,-79.2472,60,2,1
9537,2086,Dufferin St at Rowan Ave,43.6923,-79.4489,155,2,1
9538,6558,Marlee Ave at Whitmore Ave,43.7004,-79.4404,100,2,1
9539,8654,Westhumber Blvd at Esther Lorrie Dr West Side,43.7273,-79.5776,76,2,1
954,4190,King St West at Tecumseth St,43.6435,-79.4051,441,4,1
9541,9778,Sheppard Ave East at Grand Marshall Dr,43.8029,-79.1951,199,3,1
9542,3334,Belfield Rd at Iron St,43.7008,-79.581,44,1,1
9543,1711,Bayview Ave at Bayview Ridge Cres,43.7423,-79.3832,55,1,1
9544,2444,Evans Ave at Horner Ave,43.6168,-79.5191,62,2,1
9545,10662,South Kingsway at Ormskirk Ave,43.6387,-79.4766,66,1,1
9546,4680,Tycos Dr at Caledonia Rd,43.7033,-79.4643,44,1,1
9547,3907,Jane St at Lawrence Ave West,43.7031,-79.504,260,3,1
9548,5358,Lawrence Ave West at De Marco Blvd West Side,43.7058,-79.4906,244,2,1
955,2054,Dufferin St at Glencairn Ave,43.7071,-79.4534,276,3,1
9550,226,Opposite 4600 Bathurst St,43.7623,-79.44,180,3,1
9551,4672,220 Toryork Dr,43.7614,-79.5611,44,1,1
9552,4615,Spadina Rd at St Clair Ave West,43.6848,-79.4113,48,1,1
9553,2292,Eglinton Ave East at McCowan Rd,43.7387,-79.2386,336,3,1
9558,8063,Rangoon Rd at Hagersville Crt North Side,43.664,-79.5775,89,1,1
9559,5735,Midland Ave at Prudential Dr,43.7497,-79.2647,96,1,1
956,483,Bloor St East at Parliament St,43.6722,-79.3707,36,1,1
9560,2359,Eglinton Ave West at Heddington Ave,43.7036,-79.4137,223,2,1
9561,8565,Warden Ave at Finch Ave East,43.7966,-79.3155,146,3,1
9562,5259,Lawrence Ave East at The Donway East,43.7376,-79.3411,252,4,1
9564,7057,Runnymede Rd at Dundas St West,43.6654,-79.4819,191,2,1
9566,11255,Dawes Rd at Crescent Town Rd North Side,43.6969,-79.2971,122,2,1
9567,10872,Sewells Rd at McLevin Ave South Side,43.81,-79.2141,127,2,1
9568,2172,Dundas St West at Lisgar St,43.6494,-79.4269,133,2,1
9569,13950,Fenelon Dr at Graydon Hall Dr South Side,43.7634,-79.339,80,1,1
957,8886,Wilson Ave at Wendell Ave,43.7166,-79.5272,331,4,1
9570,3884,Jane St at Eddystone Ave,43.749,-79.5154,192,2,1
9571,13641,Main St Markham North at Thomson Crt,43.8748,-79.2599,38,1,1
9572,3265,York Mills Rd at York Ridge Rd,43.7445,-79.4014,318,5,1
9573,3680,Greenwood Ave at Ivy Ave,43.6735,-79.3292,86,1,1
9574,11068,Weston Rd at Gunns Rd,43.6758,-79.4701,130,1,1
9577,11000,Opposite 230 The Donway West,43.7387,-79.3468,33,1,1
9578,1427,47 Orfus Rd,43.7194,-79.4605,25,1,1
958,5264,Lawrence Ave East at Fortune Gate East Side,43.7608,-79.2198,292,4,1
9580,9841,Brenyon Way at Sewells Rd,43.8076,-79.2154,48,1,1
9581,6392,Foxwell St at Bruton Rd,43.6701,-79.4986,52,1,1
9583,14188,Morningside Ave at Cinemart Dr,43.7979,-79.198,149,1,1
9584,8662,247 The West Mall,43.6321,-79.5602,89,1,1
9586,1487,Rathburn Rd at Kipling Ave,43.66,-79.543,45,1,1
9588,11567,Thistle Down Blvd at Barkwin Dr East Side,43.7372,-79.5588,48,1,1
9591,13869,Yonge St at North York Blvd,43.7669,-79.4125,78,2,1
9595,11365,Corporate Dr at Progress Ave North Side,43.7806,-79.2439,79,1,1
9596,2111,255 Duncan Mill Rd,43.7616,-79.3516,76,1,1
9597,19,Anglesey Blvd at Wimbleton Rd,43.6648,-79.529,45,1,1
9598,7244,Sheppard Ave East at Settlers Rd,43.7745,-79.3269,186,4,1
9599,5021,Dundas St West at Old Oak Dr East Side,43.657,-79.5197,49,1,1
960,12203,Lawrence West Station,43.7162,-79.4444,11,2,1
9600,8539,Warden Ave at Bowater Dr,43.781,-79.3092,118,2,1
9601,500,Bloor St West at Christie St,43.6636,-79.4187,36,1,1
9602,2259,Eglinton Ave East at Danforth Rd,43.7368,-79.2467,429,4,1
9603,13315,Scarlett Rd at Bernice Cres,43.6672,-79.4998,51,1,1
9604,3637,Gervais Dr at Eglinton Ave East,43.722,-79.3367,55,1,1
9605,2067,Dufferin St at King St West,43.6391,-79.4275,276,3,1
9606,7272,Sheppard Ave West at Don River Blvd,43.7565,-79.4329,179,2,1
9607,6836,Queen St West at Brock Ave,43.6414,-79.4324,155,2,1
9608,8497,Victoria Park Ave at Sheppard Ave East,43.7751,-79.3227,209,4,1
9609,11244,Littles Rd at Birrell Ave,43.8174,-79.2046,40,1,1
961,4390,Kipling Ave at Widdicombe Hill Blvd,43.679,-79.5519,136,1,1
9611,4999,Dixon Rd at Roxaline St,43.7004,-79.5307,128,1,1
9612,7703,Ellesmere Rd at Morningside Ave,43.7855,-79.1931,410,6,1
9613,8591,Warden Ave at Metropolitan Rd,43.7671,-79.3026,111,1,1
9614,2573,Finch Ave East at Wilfred Ave,43.7829,-79.4018,173,2,1
9616,2025,Dufferin St at Castlefield Ave,43.7006,-79.4516,278,3,1
9617,9881,Steeles Ave East at Opposite Walkway to Dairis Cres,43.829,-79.2835,186,2,1
9618,6795,Pritchard Ave at Batavia Ave West Side,43.6702,-79.4901,52,1,1
962,4836,Brimley Rd at Walkway to McCool Crt,43.8185,-79.2832,67,1,1
9620,4935,Culford Rd at Woolton Cres North,43.7015,-79.4854,57,1,1
9623,6648,Parliament St at St James Ave,43.6697,-79.3701,240,3,1
9625,1385,Neilson Rd at Walkway to Blackwater Cres & Kessack Crt,43.7999,-79.2182,104,2,1
9626,6735,Pharmacy Ave at Pachino Blvd,43.7631,-79.3118,79,1,1
9627,3798,Islington Ave at Golfdown Dr,43.7216,-79.5583,104,3,1
9629,6708,Pharmacy Ave at Gordon Baker Rd South Side,43.8112,-79.3341,40,1,1
963,1115,Gerrard St East at Bowmore Rd,43.6779,-79.3151,146,2,1
9630,702,Caledonia Rd at Bentworth Ave,43.7197,-79.4688,65,1,1
9632,8366,Thorncliffe Park Dr at Pat Moore Dr,43.7092,-79.3443,42,1,1
9633,2268,Eglinton Ave East at Dunfield Ave,43.7075,-79.395,624,8,1
9634,3733,Hullmar Dr at Bloomington Cres (East),43.7613,-79.5235,86,1,1
9635,1432,Orfus Rd at Dufflaw Rd,43.7187,-79.4635,25,1,1
9636,8330,Sutherland Dr at Hanna Rd,43.7017,-79.3656,84,1,1
9637,4701,Washburn Way at Griffen Dr,43.7982,-79.2281,79,1,1
9638,6239,Ameer Ave at Sultana Ave,43.7269,-79.4402,57,1,1
9639,4119,Kennedy Rd at Reidmount Ave North Side,43.7889,-79.2906,131,2,1
9640,1601,Steeles Ave West at Northwest Gate East Side,43.7777,-79.5105,272,7,1
9643,8792,Willowdale Ave at Bishop Ave,43.7835,-79.408,52,1,1
9644,2626,Finch Ave West at Romfield Lane,43.7627,-79.4936,239,2,1
9645,5434,Leslie St at Corning Rd,43.782,-79.3663,44,1,1
9646,3610,550 Finch Ave West,43.7734,-79.4465,195,2,1
9648,2308,Eglinton Ave East at Rumsey Rd,43.7125,-79.3698,512,6,1
9649,4293,Kipling Ave at Brookmere Rd,43.728,-79.5744,144,2,1
965,5771,Mortimer Ave at Coxwell Ave - Michael Garron Hospital,43.6904,-79.3267,64,1,1
9650,3450,Coronation Dr at Chemical Crt,43.7656,-79.1631,46,1,1
9651,2835,Longbourne Dr at Martin Grove Rd West Side,43.6808,-79.5666,83,1,1
9652,2037,Dufferin St at Dane Ave,43.7161,-79.455,159,2,1
9653,57,Avenue Rd at Davenport Rd,43.6748,-79.3967,51,1,1
9655,1254,Steeles Ave East Loop at Bayview Ave,43.8034,-79.3973,128,2,1
9656,1814,Cummer Ave at Pineway Blvd East Side,43.7988,-79.3755,88,1,1
9658,1785,Coxwell Ave at Danforth Ave,43.6832,-79.3234,133,3,1
9659,167,Bathurst St at Lennox St,43.6637,-79.4105,140,2,1
966,1412,O'Connor Dr at Don Mills Rd West Side,43.6955,-79.3401,54,1,1
9661,980,Dufferin St at Finch Ave West,43.7687,-79.4666,47,1,1
9662,193,Bathurst St at Robinson St,43.6491,-79.4048,138,2,1
9663,2812,Lawrence Ave East at Blaine Dr East Side,43.7346,-79.3589,31,1,1
9664,4704,Washburn Way at Tapscott Rd,43.8041,-79.2241,79,1,1
9665,2351,Eglinton Ave West at Gardiner Rd,43.7021,-79.42,225,2,1
9666,1457,Queen's Park Cres West at Hart House,43.6637,-79.3935,51,1,1
9668,1515,Royal York Rd at Kingsgrove Blvd,43.6534,-79.5139,171,2,1
9669,8221,Steeles Ave East at Firebrace Rd,43.8177,-79.3323,200,2,1
967,2113,Duncan Mill Rd at Valleybrook Dr,43.7619,-79.3535,76,1,1
9671,4730,Wynford Dr at Wynford Heights Cres,43.7265,-79.3274,213,2,1
9672,11047,Humberline Dr at Woodlot Cres (West) East Side,43.732,-79.615,266,3,1
9674,11540,John Garland Blvd at Kipling Ave West Side,43.7354,-79.5791,64,1,1
9675,11382,Canmore Blvd at Charcoal Dr (West) East Side,43.7938,-79.1768,93,1,1
9677,5724,Midland Ave at Midwest Rd (South),43.7541,-79.2661,96,1,1
9678,2458,400 Evans Ave,43.6154,-79.5285,62,2,1
9679,599,Bloor St West at Windermere Ave,43.6503,-79.4803,75,2,1
968,2815,Lawrence Ave East at Leslie St West Side,43.7346,-79.3568,32,1,1
9680,5726,Midland Ave at Millbridge Gate,43.7625,-79.2691,96,1,1
9681,911,Danforth Ave at Victoria Park Ave,43.691,-79.2887,151,3,1
9682,9107,Don Mills Rd at York Mills Rd South Side,43.7553,-79.3472,249,3,1
9683,13957,Roywood Dr at Fenside Dr South Side,43.7651,-79.3299,80,1,1
9684,5286,Lawrence Ave East at Marcos Blvd,43.7527,-79.2586,249,3,1
9685,1553,St Clair Ave East at Andrew Ave,43.7203,-79.2445,253,2,1
9687,3477,150 Disco Rd,43.701,-79.6081,44,1,1
9688,12051,Progress Ave at Milner Business Crt,43.7883,-79.2332,79,1,1
9689,11881,Dupont St at Davenport Rd,43.6757,-79.4027,46,1,1
9690,9876,Sheffield St at Colville Rd,43.7074,-79.4712,57,1,1
9693,1883,Davisville Ave at Yonge St,43.6985,-79.3959,154,2,1
9695,11041,Finch Ave West at Opposite Albion Centre,43.7432,-79.5876,198,2,1
9696,6989,Royal York Rd at Dartmouth Cres,43.6055,-79.494,129,1,1
9697,8347,26 Thorncliffe Park Dr at Grandstand Pl,43.7031,-79.3463,201,4,1
9698,5767,Mortimer Ave at Burley Ave East Side,43.6844,-79.3541,64,1,1
9699,4650,Symington Ave at Dupont St,43.6656,-79.4511,90,1,1
970,8892,Wilson Ave at Yonge St,43.7438,-79.4073,288,3,1
9700,4806,Bradstock Rd at Rivalda Rd,43.7398,-79.5358,150,2,1
9701,3662,Glencairn Ave at Marlee Ave,43.7091,-79.4437,44,1,1
9702,6701,Pharmacy Ave at Elm Bank Rd,43.7345,-79.3012,78,1,1
9704,3645,Glencairn Ave at Capitol Ave,43.7078,-79.4496,44,1,1
9706,293,Bayview Ave at Finch Ave East,43.7852,-79.3924,55,1,1
9707,10623,North Queen St at Manstor Rd,43.6177,-79.5575,62,1,1
9708,3243,Yonge St at Shuter St,43.654,-79.3798,76,2,1
9709,521,Bloor St West at Havelock St,43.6606,-79.4323,36,1,1
971,1099,Gerrard St East at Marjory Ave,43.6689,-79.3374,153,3,1
9710,5469,Leslie St at Overland Dr,43.7302,-79.3543,236,2,1
9711,3120,St Clair Ave East at Plaxton Dr,43.7075,-79.3028,173,2,1
9712,2312,Eglinton Ave East at Sutherland Dr,43.713,-79.3673,512,6,1
9714,8306,Steeles Ave West at Signet Dr,43.7708,-79.5436,138,2,1
9715,5769,Mortimer Ave at Carlaw Ave East Side,43.6853,-79.3495,64,1,1
9716,6475,Lower Jarvis St at Lake Shore Blvd East,43.6454,-79.3697,131,1,1
9717,8211,Steeles Ave East at Bayview Ave,43.8029,-79.3973,232,3,1
9718,8532,Warden Ave at Bamburgh Cir (South),43.8117,-79.3236,118,2,1
9719,8371,Toba Dr at Montressor Dr,43.7575,-79.3915,49,1,1
972,2469,Faywood Blvd at Goodwill Ave,43.7369,-79.4468,46,1,1
9720,1967,Don Mills Rd at Seneca Hill Dr,43.7902,-79.354,155,2,1
9721,94,Bathurst St at Baycrest Ave,43.7295,-79.432,132,2,1
9722,703,Caledonia Rd at Bowie Ave North Side,43.6952,-79.4628,91,1,1
9723,5618,1330 Martin Grove Rd,43.7111,-79.5799,69,1,1
9724,9262,Steeles Ave West at Walkway to Cathy Jean Cres,43.7593,-79.593,138,2,1
9725,7984,Montressor Dr at Troon Crt,43.7587,-79.3921,48,1,1
9726,9474,Milner Ave at McCowan Rd,43.7857,-79.2552,49,1,1
9728,8682,The West Mall at Rathburn Rd South Side,43.6526,-79.5725,94,1,1
9729,93,Bathurst St at Barton Ave,43.6682,-79.4125,134,2,1
9730,5931,O'Connor Dr at Hutton Ave,43.6981,-79.3276,162,2,1
9732,2876,McNicoll Ave at Bedle Ave West Side,43.7997,-79.357,93,1,1
9735,8818,Willowdale Ave at Parkview Ave South Side,43.7729,-79.4036,52,1,1
9736,13668,Markham Rd at Steeles Ave East South Side,43.8361,-79.2513,214,2,1
9737,8521,Victoria Park Ave at Van Horne Ave,43.7893,-79.3298,128,1,1
9738,3660,Glencairn Ave at Lansdowne Ave,43.7054,-79.461,45,1,1
9739,4354,Kipling Ave at Panorama Crt,43.7467,-79.5835,144,2,1
9740,10720,Church St at Grattan St,43.7057,-79.5198,29,1,1
9741,3546,Elmhurst Dr at Cromarty Dr,43.7234,-79.5625,140,2,1
9742,13433,Albion Rd at Steinway Blvd,43.748,-79.6289,54,1,1
9743,5837,Mt Pleasant Rd at Ranleigh Ave North Side,43.729,-79.3977,49,1,1
9744,4295,Kipling Ave at Burnhamthorpe Rd,43.6511,-79.5396,254,3,1
9746,5728,Midland Ave at Montgomery Ave,43.7909,-79.281,96,1,1
9747,1674,Yonge St at Soudan Ave,43.704,-79.3977,73,2,1
9748,6603,Mill St at Parliament St,43.6503,-79.3619,60,1,1
975,3995,Keele St at Four Winds Dr,43.7659,-79.4918,167,3,1
9750,9985,150 Culford Rd,43.7051,-79.4872,57,1,1
9751,3929,Jane St at St John's Rd,43.662,-79.4898,233,3,1
9752,1768,Broadview Ave at Wolfrey Ave,43.6742,-79.3569,413,6,1
9753,5811,Mt Pleasant Rd at Davisville Ave,43.7004,-79.3871,55,1,1
9754,7408,Varna Dr at Ranee Ave,43.7235,-79.4454,29,1,1
9756,9066,Yonge St at Wilson Ave - York Mills Station,43.7443,-79.407,55,2,1
9757,14146,Woodbine Beach Loop at Lake Shore Blvd East,43.6634,-79.309,188,1,1
9758,105,Bathurst St at Cedarcroft Blvd South Side,43.7835,-79.4456,176,3,1
9759,4361,Kipling Ave at The Queensway North Side,43.6214,-79.5268,256,2,1
976,12135,Eglinton Ave West at Royal York Rd East Side,43.6823,-79.526,116,2,1
9760,4910,Coxwell Ave at Plains Rd,43.6957,-79.3285,105,1,1
9762,1393,Neilson Rd at Oakmeadow Blvd (North),43.7911,-79.2133,104,2,1
9764,9669,Rexdale Blvd at Precision Rd,43.7158,-79.589,59,1,1
9765,761,Carpenter Rd at Steeles Ave West,43.7919,-79.4474,123,1,1
9766,10238,Middlefield Rd at Newmill Gate,43.8248,-79.2637,39,1,1
9768,3688,Greenwood Ave at Torbrick Rd,43.6762,-79.3301,86,1,1
9769,8947,Yonge Blvd at Ridley Blvd,43.7374,-79.4112,23,1,1
977,15,Anglesey Blvd at Pinehurst Cres North Side,43.6636,-79.525,45,1,1
9771,6664,1222 Pharmacy Ave,43.7484,-79.3068,78,1,1
9772,4299,Kipling Ave at Bywood Dr,43.6571,-79.5422,205,2,1
9773,8907,Woodbine Ave at O'Connor Dr,43.7,-79.3189,97,2,1
9774,6657,Penworth Rd at Pharmacy Ave,43.765,-79.3125,78,1,1
9775,1721,Bayview Ave at Eglinton Ave East,43.7109,-79.3769,110,1,1
9776,6269,Brown's Line at Finsbury Cres,43.604,-79.5464,88,2,1
9778,11563,150 Dynamic Dr,43.8281,-79.2526,112,2,1
9779,6349,Don Mills Rd at Sheppard Ave East North Side,43.7758,-79.3471,217,3,1
978,4738,York Gate Blvd at Jane St,43.7618,-79.5191,86,1,1
9781,425,Birchmount Rd at Huntingwood Dr North Side,43.7908,-79.3023,92,1,1
9782,8962,Yonge St at Byng Ave,43.7765,-79.4146,73,2,1
9783,3949,Judson St at Magnificent Rd,43.6129,-79.5121,64,1,1
9785,4555,Progress Ave at Midland Ave,43.7731,-79.2727,56,1,1
9786,3495,Dundas St West at Gilmour Ave,43.6655,-79.4794,154,3,1
9788,11192,Opposite 25 St Dennis Dr,43.718,-79.3334,6,1,1
9789,5249,Lawrence Ave East at Charlottetown Blvd West Side,43.7786,-79.1413,139,3,1
979,1001,Dupont St at Christie St,43.6717,-79.4214,46,1,1
9790,5934,O'Connor Dr at St Clair Ave East North Side,43.7059,-79.3123,162,2,1
9791,2452,Evans Ave at Sheldon Ave West Side,43.6115,-79.5458,124,3,1
9792,5681,Midland Ave at Artillery St,43.8183,-79.294,96,1,1
9793,6282,Cactus Ave at Homewood Ave,43.788,-79.433,50,1,1
9794,5233,Lawrence Ave East at Bellamy Rd North,43.7575,-79.2356,249,3,1
9795,144,Bathurst St at Glencairn Ave,43.7125,-79.4283,134,2,1
9796,5587,Markham Rd at Verne Cres,43.7958,-79.2401,143,1,1
9798,832,College St at Grace St,43.6549,-79.4158,145,2,1
9799,5037,East Ave at Golders Green Ave,43.7847,-79.1333,80,2,1
9800,9777,Lesmill Rd at York Mills Rd,43.7549,-79.3523,80,1,1
9801,906,Danforth Ave at Patricia Dr,43.6865,-79.3088,34,1,1
9802,9515,Yorkland Blvd (North) at Yorkland Rd East Side,43.773,-79.3357,62,2,1
9804,1935,Don Mills Rd at Gateway Blvd,43.7145,-79.3366,160,2,1
9806,6436,Huntingwood Dr at Crockamhill Dr West Side,43.7974,-79.2821,41,1,1
9807,9034,Yonge St at Patricia Ave,43.79,-79.4178,407,4,1
9808,14147,Dupont St at Ossington Ave West Side,43.6703,-79.4296,46,1,1
9809,6020,Rogers Rd at Dufferin St,43.6855,-79.4462,70,1,1
981,6064,Sheppard Ave West at Northwood Park,43.7428,-79.4963,280,3,1
9812,6278,Cactus Ave at Drewry Ave North Side,43.7845,-79.4315,52,1,1
9814,3461,Crow Trail at Tunmead Sq,43.8106,-79.2327,29,1,1
9815,6758,Pharmacy Ave at Surrey Ave,43.7373,-79.3021,79,1,1
9816,8750,Weston Rd at Northland Ave,43.679,-79.4743,251,3,1
9817,4121,Kennedy Rd at Sheppard Ave East,43.7831,-79.2879,131,2,1
9818,4049,Keele St at Wilson Ave South Side,43.726,-79.4821,158,3,1
9820,7366,St Phillips Rd at Riverview Heights,43.7033,-79.5319,77,1,1
9821,2011,Driftwood Ave at Yorkwoods Gate,43.7517,-79.5129,108,1,1
9822,10855,Opposite 6807 Steeles Ave West,43.7562,-79.6112,136,3,1
9823,1294,McCowan Rd at Eglinton Ave East,43.7386,-79.238,55,1,1
9824,2194,Dundas St West at University Ave - St Patrick Station,43.6549,-79.3878,278,4,1
9827,8261,Steeles Ave East at Bathurst St,43.7927,-79.4451,275,3,1
9828,107,Bathurst St at Claxton Blvd South Side,43.6866,-79.4198,134,2,1
9829,5484,Leslie St at Talwood Dr (South),43.7382,-79.3567,47,1,1
9830,7199,Sheppard Ave East at Kingston Rd,43.7993,-79.147,80,2,1
9831,8493,Victoria Park Ave at Peard Rd,43.7108,-79.2969,174,2,1
9832,3847,2825 Islington Ave,43.7489,-79.568,105,3,1
9833,6537,Maple Ave at Glen Rd East Side,43.6749,-79.3753,123,1,1
9834,9071,York Mills Rd at Don Mills Rd,43.7561,-79.3466,306,4,1
9835,3762,Islington Ave at Barker Ave,43.7318,-79.5627,105,3,1
9836,10861,Steeles Ave West at Steinway Blvd,43.754,-79.6201,106,1,1
9837,10539,7303 Warden Ave,43.8302,-79.327,39,1,1
9839,9020,Yonge St at Lawrence Ave West - Lawrence Station,43.7253,-79.4024,82,2,1
984,7818,Harbord St at Spadina Ave,43.6632,-79.4019,118,1,1
9841,4625,St Clair Ave East at Jeanette St,43.7198,-79.247,253,2,1
9842,5482,Leslie St at Talwood Dr (North),43.741,-79.3576,44,1,1
9843,4505,Old Weston Rd at Rogers Rd,43.6817,-79.4675,213,3,1
9844,5280,Lawrence Ave East at Kennedy Rd West Side,43.7495,-79.2756,197,2,1
9845,4767,Airport Rd at Silver Dart Dr,43.6951,-79.6311,54,1,1
9846,9846,Brenyon Way at Sewells Rd South Side,43.8074,-79.2154,49,1,1
9848,7090,Scarlett Rd at Ellins Ave,43.6707,-79.5026,102,1,1
9850,5533,Main St at Gerrard St East,43.6838,-79.3,102,1,1
9851,1125,Gerrard St East at Norwood Rd,43.6832,-79.3032,146,2,1
9852,8922,Woodbine Ave at Kingston Rd,43.6738,-79.3077,94,1,1
9853,9509,Islington Ave at Resources Rd North Side,43.7084,-79.5517,130,2,1
9854,4574,Roncesvalles Ave at Garden Ave,43.6435,-79.4479,158,2,1
9855,7118,Senlac Rd at Elmhurst Ave,43.7604,-79.4231,52,1,1
9856,8733,Weston Rd at Jane St,43.6913,-79.5006,164,2,1
9858,5644,Martin Grove Rd at Sabine Rd,43.6668,-79.5598,69,1,1
986,12198,South Service Rd at Transway Cres,43.7326,-79.2649,19,3,1
